Invoice_ID,Date,Supplier,Category,Country,Department,Invoice_Description,Amount,Payment_Terms,On_Time_Delivery,Defect_Rate_Pct,Lead_Time_Days,Risk_Score,Risk_Level,Contract_Value,Contract_Expiry_Date
3521,2024-03-03,LegalEdge LLP,Legal,USA,Marketing,Corporate governance advisory,208792,Net 30,Yes,0.9,38,17,Low,4038563,2026-12-05
3522,2024-06-12,GlobalMove Co.,Logistics,Netherlands,Engineering,International freight forwarding,406637,Net 30,Yes,3.9,18,37,Low,4171763,2026-09-09
3523,2023-10-26,LawBridge Inc.,Legal,Singapore,Operations,Litigation support services,340356,2/10 Net 30,Yes,7.2,12,32,Low,1806617,2026-08-05
3524,2023-03-16,GlobalMove Co.,Logistics,Netherlands,IT,Last mile delivery services,441910,Net 90,Yes,4.5,5,29,Low,2272890,2026-09-09
3525,2024-10-23,CloudBase Inc.,IT,USA,Marketing,Network equipment purchase,9213,2/10 Net 30,Yes,4.5,37,47,Medium,761050,2027-03-17
3526,2024-10-14,BuildRight Co.,Facilities,UK,Procurement,Office cleaning monthly contract,381812,Net 45,Yes,6.1,42,17,Low,3974120,2026-11-06
3527,2023-08-27,SkyLog Partners,Logistics,USA,Manufacturing,Port handling charges,20687,Net 45,Yes,4.6,34,20,Low,3689640,2026-08-25
3528,2023-11-21,IronPeak Mfg.,Raw Materials,Turkey,Procurement,Rubber seals batch,340615,Net 60,Yes,3.3,36,62,High,639331,2026-12-19
3529,2023-02-12,MediSupply Co.,Healthcare,USA,Manufacturing,Medical equipment lease,310256,2/10 Net 30,Yes,2.0,27,23,Low,288645,2026-08-11
3530,2023-03-09,SolarMax Inc.,Energy,USA,Finance,Power backup services,291476,Net 30,Yes,0.5,5,14,Low,1537734,2026-10-10
3531,2023-03-24,SpaceWorks Inc.,Facilities,Australia,Finance,Elevator maintenance,377762,2/10 Net 30,Yes,3.3,44,10,Low,4663868,2026-07-17
3532,2023-06-26,OceanShip Ltd.,Logistics,Singapore,IT,Warehouse storage monthly fee,472563,Net 45,Yes,3.7,23,51,High,2607713,2026-11-18
3533,2024-11-13,DataCore Solutions,IT,India,Finance,IT support and maintenance,7310,Net 45,Yes,4.3,23,36,Medium,3062738,2027-01-06
3534,2023-04-03,StayBridge Co.,Travel,France,Manufacturing,Travel insurance premium,64105,Net 30,Yes,1.3,11,28,Low,1651994,2027-04-26
3535,2024-04-29,BuildRight Co.,Facilities,UK,IT,Building maintenance services,246911,Net 30,Yes,1.9,29,23,Low,4819461,2026-09-11
3536,2023-06-18,AdvisoryCore Co.,Consulting,Singapore,HR,Change management advisory,417209,Net 60,Yes,0.6,45,23,Low,3574480,2026-06-06
3537,2024-08-27,PrimeParts Mfg.,Raw Materials,India,HR,Copper wire batch delivery,169486,2/10 Net 30,No,6.7,6,15,Low,1148072,2026-06-09
3538,2023-11-05,MediSupply Co.,Healthcare,USA,Legal,PPE equipment bulk purchase,387396,2/10 Net 30,Yes,7.2,12,22,Low,4499174,2027-02-25
3539,2024-09-03,StayBridge Co.,Travel,France,Finance,Car rental services,59728,Net 30,Yes,1.4,1,24,Low,2835164,2027-03-13
3540,2024-07-25,SkyLog Partners,Logistics,USA,HR,Express courier services,494508,Net 60,Yes,0.4,22,18,Low,1241751,2027-01-26
3541,2024-12-02,IronPeak Mfg.,Raw Materials,Turkey,IT,Carbon fiber materials,283235,Net 90,No,2.2,17,61,High,4482861,2027-05-31
3542,2024-11-24,PrintCore Ltd.,Office Supplies,Germany,Marketing,Filing cabinet order,204607,Net 45,No,2.3,33,17,Low,4442867,2026-11-04
3543,2024-10-16,ConsultPro Inc.,Consulting,USA,Manufacturing,Digital transformation advisory,358487,Net 60,Yes,6.9,25,10,Low,2822505,2026-09-05
3544,2023-05-02,TravelEase Inc.,Travel,USA,Engineering,Airport transfer services,318859,Net 60,Yes,0.4,26,23,Low,2980407,2027-03-18
3545,2023-07-08,AlloyCraft Ltd.,Raw Materials,South Korea,Procurement,Iron ore bulk shipment,470668,2/10 Net 30,Yes,6.9,8,34,Medium,3558752,2026-09-24
3546,2024-11-24,FacilityPro Ltd.,Facilities,Canada,Procurement,Waste disposal services,361763,Net 90,Yes,0.7,17,18,Low,2970277,2026-08-01
3547,2024-12-14,SupplyBase Co.,Office Supplies,India,HR,Coffee machine supplies,332142,Net 90,Yes,0.5,4,32,Low,4601672,2026-08-27
3548,2023-01-01,MetalWorks Ltd.,Raw Materials,Russia,Manufacturing,Aluminum sheets order,434891,Net 45,No,6.9,37,63,High,2965548,2027-03-17
3549,2023-01-03,OceanShip Ltd.,Logistics,Singapore,Procurement,Warehouse storage monthly fee,216312,Net 90,Yes,1.7,35,54,High,716108,2027-05-07
3550,2023-11-14,MetalWorks Ltd.,Raw Materials,Russia,Manufacturing,Carbon fiber materials,327714,2/10 Net 30,No,0.4,30,68,High,1962847,2027-02-03
3551,2023-08-03,SwiftCargo Inc.,Logistics,UAE,Legal,Fleet maintenance services,49393,2/10 Net 30,Yes,2.0,45,63,High,4530628,2027-05-04
3552,2024-10-04,SpaceWorks Inc.,Facilities,Australia,Marketing,Building maintenance services,98157,Net 90,Yes,4.2,33,15,Low,2601075,2027-02-24
3553,2023-05-18,GreenWatt Co.,Energy,Denmark,Marketing,Solar panel maintenance,190643,Net 60,Yes,2.9,43,13,Low,2120727,2026-06-26
3554,2023-09-13,ByteWave Technologies,IT,USA,Procurement,Cloud server hosting monthly fee,445294,Net 60,Yes,7.4,20,20,Low,1072320,2026-05-17
3555,2024-12-28,AdMax Agency,Marketing,USA,Operations,SEO optimization services,268486,Net 45,Yes,5.1,3,16,Low,996658,2026-09-06
3556,2023-10-13,InsightBridge LLC,Consulting,Australia,Procurement,Change management advisory,42411,Net 45,Yes,6.4,26,24,Low,2437099,2027-01-15
3557,2024-08-14,HealthBridge Inc.,Healthcare,Germany,Procurement,Medical supplies monthly order,75961,Net 30,Yes,6.3,30,29,Low,3062029,2027-04-16
3558,2023-04-12,MetalWorks Ltd.,Raw Materials,Russia,IT,Carbon fiber materials,22685,Net 90,No,7.1,32,70,High,1733775,2026-10-16
3559,2023-10-01,GreenWatt Co.,Energy,Denmark,IT,Solar panel maintenance,221907,Net 90,No,1.5,15,21,Low,3753863,2026-08-08
3560,2023-04-22,MediaPulse Inc.,Marketing,Australia,Marketing,PR agency monthly retainer,107113,2/10 Net 30,Yes,3.8,33,16,Low,3468879,2027-04-21
3561,2023-09-22,GreenWatt Co.,Energy,Denmark,Manufacturing,Power backup services,64559,Net 60,Yes,2.0,7,21,Low,1687134,2027-04-02
3562,2024-10-12,LawBridge Inc.,Legal,Singapore,Procurement,Regulatory filing fees,165814,Net 45,Yes,5.4,34,25,Low,2863494,2026-11-24
3563,2023-06-06,PrimeParts Mfg.,Raw Materials,India,Legal,Copper wire batch delivery,276282,Net 60,Yes,4.3,28,20,Low,3544714,2027-04-17
3564,2024-03-15,BuildRight Co.,Facilities,UK,Legal,HVAC system repair,422808,2/10 Net 30,Yes,3.9,37,23,Low,3077009,2026-10-24
3565,2024-02-23,DataCore Solutions,IT,India,Legal,Cybersecurity audit services,204183,Net 60,Yes,5.6,21,33,Medium,3488191,2026-12-17
3566,2023-04-20,SpaceWorks Inc.,Facilities,Australia,Operations,Building maintenance services,237667,Net 30,Yes,4.5,23,14,Low,4241758,2027-05-11
3567,2024-05-06,SupplyBase Co.,Office Supplies,India,Finance,Office furniture purchase,108041,Net 45,No,3.7,16,28,Low,4634332,2026-06-12
3568,2023-10-15,ConsultPro Inc.,Consulting,USA,Procurement,HR transformation project,271114,Net 30,Yes,4.1,19,11,Low,2926649,2026-08-05
3569,2024-12-19,IronPeak Mfg.,Raw Materials,Turkey,Legal,Carbon fiber materials,245258,Net 30,Yes,5.4,43,66,High,2085200,2026-06-18
3570,2024-11-13,HealthBridge Inc.,Healthcare,Germany,Marketing,First aid kit restocking,9252,Net 90,No,1.4,21,29,Low,699672,2026-06-04
3571,2023-12-13,IronPeak Mfg.,Raw Materials,Turkey,IT,Carbon fiber materials,238319,Net 90,No,1.6,17,62,High,2920428,2026-09-04
3572,2024-05-11,MediSupply Co.,Healthcare,USA,Marketing,Medical equipment lease,359511,Net 30,No,3.0,30,19,Low,1509900,2026-11-19
3573,2024-07-02,TravelEase Inc.,Travel,USA,Finance,Airport transfer services,413550,Net 45,Yes,7.3,24,19,Low,1155271,2027-03-24
3574,2024-06-17,MediSupply Co.,Healthcare,USA,Marketing,Pharmacy supplies order,214496,Net 45,No,1.7,16,18,Low,3124945,2027-05-19
3575,2023-12-28,SolarMax Inc.,Energy,USA,Manufacturing,Solar panel maintenance,295868,Net 90,Yes,0.3,31,12,Low,3553261,2027-01-31
3576,2024-06-30,AdMax Agency,Marketing,USA,Legal,Social media management,148813,Net 45,No,6.4,45,16,Low,1330965,2027-03-10
3577,2023-04-12,JurisCore Co.,Legal,Germany,Sales,Trademark registration,402145,Net 30,Yes,1.2,24,20,Low,3507392,2026-09-22
3578,2023-03-30,SpaceWorks Inc.,Facilities,Australia,Marketing,HVAC system repair,106134,Net 30,Yes,7.2,33,13,Low,3169841,2026-11-04
3579,2023-07-05,LawBridge Inc.,Legal,Singapore,Procurement,Compliance audit fees,263481,Net 30,Yes,7.4,16,26,Low,3721371,2027-06-01
3580,2023-02-02,GreenWatt Co.,Energy,Denmark,Operations,Electricity supply monthly bill,417156,2/10 Net 30,Yes,1.5,20,18,Low,2510746,2027-06-01
3581,2024-05-23,SteelCore Inc.,Raw Materials,Brazil,Marketing,Rubber seals batch,258790,Net 45,Yes,1.4,35,48,Medium,3934321,2026-09-07
3582,2023-09-11,SwiftCargo Inc.,Logistics,UAE,Procurement,Express courier services,192405,Net 45,Yes,0.8,32,59,High,2706823,2027-04-22
3583,2024-04-22,LegalEdge LLP,Legal,USA,Marketing,Corporate governance advisory,64250,Net 60,Yes,2.9,27,9,Low,4645812,2026-09-30
3584,2024-11-10,EnergyPrime Ltd.,Energy,UAE,Finance,Electricity supply monthly bill,132098,Net 30,Yes,3.8,39,52,Medium,1487172,2026-12-15
3585,2023-02-09,InsightBridge LLC,Consulting,Australia,HR,Strategy consulting project,236239,Net 45,Yes,1.2,11,20,Low,3547203,2026-08-24
3586,2023-04-10,SupplyBase Co.,Office Supplies,India,Engineering,Coffee machine supplies,401378,Net 30,Yes,0.3,44,25,Low,3765264,2026-06-25
3587,2023-08-30,ConsultPro Inc.,Consulting,USA,Engineering,HR transformation project,277009,2/10 Net 30,Yes,7.9,5,15,Low,2630704,2026-07-03
3588,2023-04-25,AlloyCraft Ltd.,Raw Materials,South Korea,Marketing,Plastic components supply,105642,Net 30,Yes,1.2,30,40,Medium,556904,2027-01-21
3589,2023-07-15,CloudBase Inc.,IT,USA,Marketing,SaaS platform subscription,200053,Net 30,Yes,5.0,23,43,Medium,861077,2026-10-30
3590,2023-02-07,BuildRight Co.,Facilities,UK,Engineering,Security services monthly,463764,Net 60,Yes,3.2,25,16,Low,742084,2026-10-27
3591,2024-04-29,FastFreight Co.,Logistics,Mexico,Finance,Express courier services,13109,Net 90,Yes,4.9,7,71,High,4082655,2027-02-01
3592,2024-03-15,CleanSpace Services,Facilities,USA,Marketing,Waste disposal services,382255,Net 60,Yes,6.2,11,11,Low,4463458,2027-04-08
3593,2023-09-29,CreativeHub Co.,Marketing,Canada,Legal,Content creation services,280131,Net 60,Yes,4.1,6,15,Low,1971238,2027-02-27
3594,2024-07-13,MediSupply Co.,Healthcare,USA,IT,Employee health screening,10015,Net 60,Yes,7.3,19,27,Low,978395,2026-06-08
3595,2024-05-04,OceanShip Ltd.,Logistics,Singapore,Manufacturing,Express courier services,200744,Net 60,Yes,5.5,19,51,High,3607133,2026-06-22
3596,2024-07-13,FacilityPro Ltd.,Facilities,Canada,HR,Security services monthly,160116,Net 45,Yes,7.7,35,19,Low,4957453,2027-02-17
3597,2024-03-09,GlobalMove Co.,Logistics,Netherlands,Manufacturing,Cold chain logistics,248377,Net 90,Yes,4.0,21,28,Low,1031794,2026-07-21
3598,2023-03-29,OceanShip Ltd.,Logistics,Singapore,Operations,Last mile delivery services,124069,2/10 Net 30,No,5.7,18,55,High,4138361,2027-01-17
3599,2023-11-18,StayBridge Co.,Travel,France,Marketing,Conference registration fees,103301,Net 60,Yes,2.0,11,24,Low,3962462,2026-12-28
3600,2023-04-16,InsightBridge LLC,Consulting,Australia,HR,Change management advisory,156818,2/10 Net 30,Yes,2.4,39,17,Low,4376903,2027-01-01
3601,2023-05-30,RapidRoute LLC,Logistics,Canada,Marketing,Port handling charges,206785,Net 60,Yes,0.0,14,32,Low,4542079,2026-12-23
3602,2024-08-01,EnergyPrime Ltd.,Energy,UAE,HR,Wind turbine maintenance,71594,Net 45,No,6.9,11,56,Medium,724068,2027-03-04
3603,2023-02-18,JurisCore Co.,Legal,Germany,Operations,Litigation support services,303791,Net 60,Yes,7.4,25,26,Low,1983920,2027-01-03
3604,2023-11-20,CloudBase Inc.,IT,USA,Legal,Network equipment purchase,323836,Net 45,Yes,1.1,44,38,Medium,1944886,2026-08-21
3605,2024-10-18,BrandCore Ltd.,Marketing,UK,Finance,Digital advertising campaign,256994,Net 30,Yes,2.0,35,23,Low,4461140,2026-07-23
3606,2023-05-27,SwiftCargo Inc.,Logistics,UAE,Sales,International freight forwarding,27045,Net 45,No,4.4,6,56,High,1318424,2027-02-19
3607,2023-11-14,TravelEase Inc.,Travel,USA,Procurement,Conference registration fees,284491,Net 90,Yes,4.4,30,22,Low,2414422,2026-07-01
3608,2023-07-06,GlobalMove Co.,Logistics,Netherlands,Finance,International freight forwarding,224822,Net 45,No,0.6,19,36,Low,1807183,2027-01-04
3609,2024-10-31,ByteWave Technologies,IT,USA,Sales,IT support and maintenance,88921,Net 45,Yes,1.5,21,22,Low,1970126,2027-02-05
3610,2023-01-26,PowerGen Ltd.,Energy,Norway,Sales,Gas supply quarterly,16686,Net 45,No,3.5,24,22,Low,825762,2026-05-12
3611,2024-07-07,AdMax Agency,Marketing,USA,Manufacturing,Content creation services,280012,2/10 Net 30,Yes,7.9,1,18,Low,3640979,2026-05-17
3612,2024-07-08,FlightPro Ltd.,Travel,UAE,Legal,Business class flights booking,437303,2/10 Net 30,Yes,6.0,21,47,Medium,1169768,2026-10-01
3613,2023-04-17,DeskPro Inc.,Office Supplies,China,Procurement,Printer paper bulk order,302654,2/10 Net 30,Yes,2.7,3,37,Medium,3346392,2027-04-12
3614,2024-02-20,BuildRight Co.,Facilities,UK,Finance,Pest control quarterly,308215,2/10 Net 30,Yes,6.9,39,24,Low,4016827,2027-04-18
3615,2023-02-18,PharmaCare Ltd.,Healthcare,Switzerland,Sales,Lab testing services,125412,Net 30,No,4.7,38,27,Low,4377838,2026-09-26
3616,2024-02-08,MedCore Solutions,Healthcare,India,Procurement,Employee health screening,478935,Net 90,Yes,0.9,38,50,Medium,1492254,2027-02-24
3617,2023-01-02,AlloyCraft Ltd.,Raw Materials,South Korea,Marketing,Aluminum sheets order,8510,Net 60,Yes,1.0,20,43,Medium,3018548,2026-06-30
3618,2024-01-15,StratEdge Ltd.,Consulting,UK,IT,Change management advisory,302734,Net 60,Yes,1.2,19,13,Low,4385846,2026-11-05
3619,2023-10-14,NetSphere Ltd.,IT,Germany,Procurement,SaaS platform subscription,107995,Net 60,Yes,4.5,34,23,Low,3476983,2027-01-29
3620,2024-06-28,CompliancePro Ltd.,Legal,UK,Manufacturing,Contract review services,346254,Net 90,Yes,2.9,2,16,Low,1818511,2026-09-24
3621,2023-10-31,SwiftCargo Inc.,Logistics,UAE,Legal,Express courier services,125539,Net 90,Yes,2.1,14,55,High,1722664,2027-03-12
3622,2023-05-29,SupplyBase Co.,Office Supplies,India,Procurement,Printer paper bulk order,295282,Net 60,Yes,6.2,41,31,Low,3219303,2027-03-13
3623,2023-05-22,MetalMax Co.,Raw Materials,China,Legal,Steel rods bulk purchase,407884,2/10 Net 30,Yes,4.1,23,73,Critical,1743549,2026-08-21
3624,2023-03-13,OfficePlus Ltd.,Office Supplies,USA,IT,Office furniture purchase,242561,Net 45,Yes,2.8,42,13,Low,2839113,2026-07-24
3625,2024-05-31,SteelCore Inc.,Raw Materials,Brazil,Manufacturing,Aluminum sheets order,249778,Net 30,Yes,5.9,31,49,Medium,766772,2026-06-09
3626,2023-05-24,JurisCore Co.,Legal,Germany,Marketing,Patent filing fees,5595,Net 30,No,2.2,45,22,Low,494962,2027-01-12
3627,2023-05-18,CompliancePro Ltd.,Legal,UK,Finance,Trademark registration,216519,2/10 Net 30,Yes,3.9,25,19,Low,1467484,2026-12-26
3628,2023-09-15,StratEdge Ltd.,Consulting,UK,IT,Supply chain consulting,16154,Net 60,No,4.9,13,21,Low,1337415,2027-05-23
3629,2023-06-04,FlightPro Ltd.,Travel,UAE,Manufacturing,Conference registration fees,459216,Net 90,Yes,5.4,15,50,Medium,1218272,2026-08-02
3630,2023-05-01,OfficePlus Ltd.,Office Supplies,USA,Engineering,Coffee machine supplies,447042,Net 90,Yes,3.1,12,8,Low,1608496,2026-10-17
3631,2024-07-14,PrimeParts Mfg.,Raw Materials,India,HR,Copper wire batch delivery,8146,2/10 Net 30,Yes,3.3,24,20,Low,2617623,2027-03-20
3632,2023-12-21,CleanSpace Services,Facilities,USA,Sales,Office cleaning monthly contract,436844,Net 60,Yes,3.3,27,13,Low,2196444,2026-06-04
3633,2024-10-26,TripCore Inc.,Travel,India,Finance,Car rental services,170222,Net 60,Yes,3.4,4,38,Medium,845201,2026-12-02
3634,2024-02-08,BrandCore Ltd.,Marketing,UK,Sales,PR agency monthly retainer,393451,Net 60,Yes,7.6,26,22,Low,2162706,2026-06-15
3635,2024-10-18,MedCore Solutions,Healthcare,India,Legal,Medical supplies monthly order,83511,Net 30,Yes,0.5,9,43,Medium,136133,2026-10-12
3636,2024-11-06,PrintCore Ltd.,Office Supplies,Germany,Legal,Stationery monthly supply,139689,2/10 Net 30,Yes,4.9,24,24,Low,1121548,2026-10-19
3637,2023-08-23,TripCore Inc.,Travel,India,HR,Hotel accommodation corporate,313812,2/10 Net 30,Yes,7.6,24,39,Medium,3783764,2027-04-11
3638,2023-10-28,InsightBridge LLC,Consulting,Australia,HR,Change management advisory,172161,Net 30,Yes,6.9,6,21,Low,3726224,2027-02-15
3639,2023-06-10,PrintCore Ltd.,Office Supplies,Germany,Sales,Filing cabinet order,169618,Net 45,Yes,0.7,11,25,Low,1482070,2027-05-02
3640,2023-02-23,MetalWorks Ltd.,Raw Materials,Russia,Sales,Aluminum sheets order,292358,2/10 Net 30,Yes,4.0,36,69,High,1261762,2026-10-09
3641,2023-04-10,MetalWorks Ltd.,Raw Materials,Russia,Finance,Carbon fiber materials,452053,Net 30,No,2.0,35,68,High,4096507,2027-06-01
3642,2023-02-27,TripCore Inc.,Travel,India,Marketing,Hotel accommodation corporate,53897,Net 30,Yes,2.2,41,36,Medium,2204551,2026-12-31
3643,2023-08-26,BuildRight Co.,Facilities,UK,Operations,Elevator maintenance,266436,Net 45,Yes,3.0,32,17,Low,3316147,2027-05-09
3644,2024-01-30,GreenWatt Co.,Energy,Denmark,Marketing,Generator fuel supply,250105,2/10 Net 30,No,1.2,2,17,Low,4653535,2027-05-10
3645,2023-03-25,IronPeak Mfg.,Raw Materials,Turkey,IT,Plastic components supply,459809,Net 30,No,4.4,7,59,High,243405,2027-04-16
3646,2024-02-09,BuildRight Co.,Facilities,UK,IT,Elevator maintenance,269389,Net 30,No,0.2,37,15,Low,2340117,2027-05-20
3647,2023-05-17,StratEdge Ltd.,Consulting,UK,Operations,Operations improvement project,273489,Net 60,Yes,0.2,41,21,Low,1083401,2026-08-31
3648,2023-02-21,ByteWave Technologies,IT,USA,Sales,Software license renewal,336229,Net 60,No,5.9,17,18,Low,3915187,2027-02-04
3649,2023-05-15,InsightBridge LLC,Consulting,Australia,Manufacturing,Change management advisory,198388,Net 45,Yes,4.2,40,18,Low,2217172,2026-09-08
3650,2024-03-22,MediaPulse Inc.,Marketing,Australia,Marketing,PR agency monthly retainer,293686,Net 60,Yes,6.4,25,16,Low,2503220,2027-03-27
3651,2023-03-13,CloudBase Inc.,IT,USA,HR,Data storage solution,366345,Net 90,No,3.8,28,37,Medium,1174120,2027-02-09
3652,2024-07-26,AdMax Agency,Marketing,USA,Legal,Digital advertising campaign,237787,2/10 Net 30,No,8.0,17,21,Low,1692535,2026-07-09
3653,2023-03-09,MedCore Solutions,Healthcare,India,Procurement,Medical supplies monthly order,460835,Net 30,No,6.0,8,50,Medium,1272640,2027-03-30
3654,2023-04-23,PharmaCare Ltd.,Healthcare,Switzerland,Engineering,Occupational health services,206616,Net 45,Yes,4.4,37,26,Low,4258703,2026-10-29
3655,2024-03-15,OceanShip Ltd.,Logistics,Singapore,Finance,Cold chain logistics,385273,Net 30,Yes,1.0,1,57,High,3631216,2026-08-13
3656,2024-12-10,CompliancePro Ltd.,Legal,UK,Procurement,Contract review services,293519,Net 45,Yes,6.5,18,17,Low,1174101,2027-05-28
3657,2023-01-27,BrandCore Ltd.,Marketing,UK,Legal,Digital advertising campaign,47241,Net 30,Yes,6.7,31,21,Low,1949976,2027-04-03
3658,2024-02-19,MediSupply Co.,Healthcare,USA,IT,Lab testing services,214792,2/10 Net 30,No,4.1,34,22,Low,965891,2026-12-19
3659,2023-01-26,MetalMax Co.,Raw Materials,China,Marketing,Plastic components supply,181070,Net 60,Yes,5.8,11,75,Critical,390379,2026-11-18
3660,2024-12-15,SpaceWorks Inc.,Facilities,Australia,Marketing,HVAC system repair,471050,Net 60,No,2.5,3,7,Low,2154726,2026-11-12
3661,2023-08-21,BrandCore Ltd.,Marketing,UK,Marketing,Social media management,452720,Net 45,No,4.8,15,27,Low,4038279,2026-12-23
3662,2024-01-07,NetSphere Ltd.,IT,Germany,IT,Software license renewal,474100,2/10 Net 30,Yes,5.6,21,29,Low,4720223,2027-02-28
3663,2023-06-06,PrimeParts Mfg.,Raw Materials,India,Engineering,Steel rods bulk purchase,403356,Net 30,Yes,2.7,7,22,Low,2061856,2026-12-24
3664,2023-02-10,CleanSpace Services,Facilities,USA,Operations,Security services monthly,139167,Net 90,Yes,6.0,23,15,Low,1912427,2026-10-03
3665,2024-07-20,DataCore Solutions,IT,India,Legal,Cloud server hosting monthly fee,130999,Net 90,No,3.4,7,33,Medium,1735317,2026-06-12
3666,2024-10-21,SpaceWorks Inc.,Facilities,Australia,Finance,Elevator maintenance,377285,2/10 Net 30,Yes,6.0,29,10,Low,800372,2027-04-02
3667,2024-03-27,ConsultPro Inc.,Consulting,USA,Manufacturing,Business process review,445686,Net 60,Yes,0.1,18,16,Low,1813638,2026-10-17
3668,2024-12-09,PrintCore Ltd.,Office Supplies,Germany,HR,Office furniture purchase,462932,Net 90,Yes,7.5,11,20,Low,1414917,2027-06-04
3669,2023-11-30,OceanShip Ltd.,Logistics,Singapore,Engineering,Warehouse storage monthly fee,108466,Net 90,Yes,6.6,23,50,High,892075,2026-09-04
3670,2024-01-15,HealthBridge Inc.,Healthcare,Germany,HR,PPE equipment bulk purchase,63476,Net 45,Yes,3.7,14,31,Low,1355688,2027-05-12
3671,2024-07-29,SupplyBase Co.,Office Supplies,India,Finance,Printer paper bulk order,333462,Net 60,Yes,5.4,44,28,Low,1719651,2027-04-05
3672,2024-06-21,DeskPro Inc.,Office Supplies,China,IT,Whiteboard and markers,316858,2/10 Net 30,No,6.6,29,39,Medium,1519118,2026-11-15
3673,2024-10-18,TripCore Inc.,Travel,India,Manufacturing,Per diem expenses,285386,Net 90,No,4.3,27,36,Medium,3551372,2027-05-08
3674,2023-02-06,SteelCore Inc.,Raw Materials,Brazil,Sales,Plastic components supply,397796,2/10 Net 30,No,1.3,7,46,Medium,4871813,2026-09-20
3675,2023-02-21,ConsultPro Inc.,Consulting,USA,Manufacturing,Supply chain consulting,444377,2/10 Net 30,Yes,1.7,18,19,Low,4199157,2027-02-08
3676,2024-08-30,StratEdge Ltd.,Consulting,UK,Engineering,Digital transformation advisory,209451,Net 30,Yes,4.3,35,17,Low,2586147,2027-01-04
3677,2024-06-11,SupplyBase Co.,Office Supplies,India,IT,Printer paper bulk order,124573,Net 30,No,2.7,32,32,Low,1116604,2026-06-05
3678,2024-05-18,SteelCore Inc.,Raw Materials,Brazil,HR,Carbon fiber materials,55105,2/10 Net 30,No,4.9,25,44,Medium,2799189,2026-12-09
3679,2024-07-16,SwiftCargo Inc.,Logistics,UAE,IT,Cold chain logistics,427336,Net 90,Yes,5.6,29,63,High,2550726,2026-08-10
3680,2024-02-19,ByteWave Technologies,IT,USA,HR,IT support and maintenance,437758,2/10 Net 30,Yes,3.8,40,23,Low,2310325,2027-05-08
3681,2024-03-15,TripCore Inc.,Travel,India,Manufacturing,Travel insurance premium,383283,Net 45,Yes,4.9,19,38,Medium,4008215,2027-06-02
3682,2024-02-12,ConsultPro Inc.,Consulting,USA,IT,Digital transformation advisory,322855,Net 45,Yes,4.7,3,15,Low,3678163,2026-06-01
3683,2024-10-17,ByteWave Technologies,IT,USA,IT,IT support and maintenance,52609,Net 30,No,2.3,3,21,Low,387234,2027-01-02
3684,2023-06-29,StratEdge Ltd.,Consulting,UK,Sales,HR transformation project,330449,Net 90,Yes,7.7,15,15,Low,1302602,2026-08-20
3685,2024-10-18,ByteWave Technologies,IT,USA,HR,Software license renewal,377225,Net 90,No,0.1,26,20,Low,2857029,2026-07-30
3686,2024-05-18,CloudBase Inc.,IT,USA,Procurement,SaaS platform subscription,497765,Net 90,No,3.0,20,45,Medium,3351189,2027-05-26
3687,2024-09-05,PrintCore Ltd.,Office Supplies,Germany,Operations,Stationery monthly supply,126911,Net 90,Yes,4.1,26,15,Low,1544089,2027-05-10
3688,2024-08-04,GlobalTech Systems,IT,China,HR,IT infrastructure upgrade,255575,2/10 Net 30,Yes,2.3,1,89,Critical,3470655,2027-01-09
3689,2024-05-07,PowerGen Ltd.,Energy,Norway,HR,Gas supply quarterly,214014,Net 30,Yes,0.6,4,24,Low,4575041,2026-07-14
3690,2023-09-07,StayBridge Co.,Travel,France,Operations,Car rental services,115199,Net 90,Yes,7.3,31,28,Low,2822568,2026-10-06
3691,2023-11-05,IronPeak Mfg.,Raw Materials,Turkey,Marketing,Aluminum sheets order,374061,Net 45,Yes,3.8,19,63,High,872860,2026-07-08
3692,2023-08-28,StratEdge Ltd.,Consulting,UK,Procurement,Strategy consulting project,294236,Net 60,Yes,4.0,29,13,Low,1972079,2026-06-23
3693,2023-05-21,ByteWave Technologies,IT,USA,Procurement,IT infrastructure upgrade,442118,Net 60,Yes,5.3,5,14,Low,2601109,2027-01-27
3694,2024-03-16,StratEdge Ltd.,Consulting,UK,Manufacturing,Strategy consulting project,314525,Net 60,Yes,1.8,37,16,Low,3026108,2026-06-20
3695,2023-04-06,AdvisoryCore Co.,Consulting,Singapore,Legal,Business process review,47199,Net 90,Yes,0.8,17,20,Low,3818702,2026-11-03
3696,2023-07-29,BuildRight Co.,Facilities,UK,IT,Building maintenance services,325299,2/10 Net 30,No,4.4,23,23,Low,4636023,2026-06-26
3697,2023-09-27,FlightPro Ltd.,Travel,UAE,Manufacturing,Airport transfer services,92506,2/10 Net 30,No,1.1,14,40,Medium,883366,2026-12-23
3698,2023-03-10,PrintCore Ltd.,Office Supplies,Germany,HR,Printer paper bulk order,355332,Net 30,Yes,4.5,30,18,Low,1747602,2026-06-12
3699,2024-12-12,FastFreight Co.,Logistics,Mexico,Marketing,Cross border shipping charges,414825,Net 45,Yes,1.3,23,74,High,1530615,2027-02-28
3700,2023-08-29,LawBridge Inc.,Legal,Singapore,Legal,Trademark registration,116068,Net 90,No,4.7,5,30,Low,2060710,2026-10-01
